
NOTICE: Existing SQLite export found: report_nsys_v2.sqlite
        It is assumed file was previously exported from: report_nsys_v2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report_nsys_v2.sqlite] with [/usr/local/cuda-13.1/nsight-systems-2025.5.2/host-linux-x64/reports/nvtx_pushpop_trace.py]... 
Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
2608483451,2608559202,75751,0,75751,:VecNorm,189126,189126,1,0,18490,14273,:14273:18490,--:VecNorm
2608559992,2608604903,44911,0,44911,:VecTDot,189126,189126,1,0,18491,14273,:14273:18491,--:VecTDot
2608605523,2608616103,10580,0,10580,:VecAYPX,189126,189126,1,0,18492,14273,:14273:18492,--:VecAYPX
2608616523,2608627753,11230,0,11230,:MatMult,189126,189126,1,0,18493,14273,:14273:18493,--:MatMult
2608628163,2608830116,201953,0,201953,:VecTDot,189126,189126,1,0,18494,14273,:14273:18494,--:VecTDot
2608830616,2608836286,5670,0,5670,:VecAXPY,189126,189126,1,0,18495,14273,:14273:18495,--:VecAXPY
2608836626,2608841626,5000,0,5000,:VecAXPY,189126,189126,1,0,18496,14273,:14273:18496,--:VecAXPY
2608842106,2608852546,10440,9730,710,:PCApply,189126,189126,1,1,18497,14273,:14273:18497,--:PCApply
2608842616,2608852346,9730,8220,1510,:VecPointwiseMult,189126,189126,2,1,18498,18497,:14273:18497:18498,----:VecPointwiseMult
2608843736,2608851956,8220,0,8220,CCCL:thrust::transform,189126,189126,3,0,18499,18498,:14273:18497:18498:18499,------CCCL:thrust::transform
2608852986,2608926618,73632,0,73632,:VecNorm,189126,189126,1,0,18500,14273,:14273:18500,--:VecNorm
2608927238,2608971008,43770,0,43770,:VecTDot,189126,189126,1,0,18501,14273,:14273:18501,--:VecTDot
2608971388,2608981528,10140,0,10140,:VecAYPX,189126,189126,1,0,18502,14273,:14273:18502,--:VecAYPX
2608981928,2608993729,11801,0,11801,:MatMult,189126,189126,1,0,18503,14273,:14273:18503,--:MatMult
2608994079,2609195612,201533,0,201533,:VecTDot,189126,189126,1,0,18504,14273,:14273:18504,--:VecTDot
2609196002,2609201712,5710,0,5710,:VecAXPY,189126,189126,1,0,18505,14273,:14273:18505,--:VecAXPY
2609202042,2609207552,5510,0,5510,:VecAXPY,189126,189126,1,0,18506,14273,:14273:18506,--:VecAXPY
2609208042,2609218682,10640,9870,770,:PCApply,189126,189126,1,1,18507,14273,:14273:18507,--:PCApply
2609208552,2609218422,9870,8170,1700,:VecPointwiseMult,189126,189126,2,1,18508,18507,:14273:18507:18508,----:VecPointwiseMult
2609209772,2609217942,8170,0,8170,CCCL:thrust::transform,189126,189126,3,0,18509,18508,:14273:18507:18508:18509,------CCCL:thrust::transform
2609219152,2609293203,74051,0,74051,:VecNorm,189126,189126,1,0,18510,14273,:14273:18510,--:VecNorm
2609293903,2609337824,43921,0,43921,:VecTDot,189126,189126,1,0,18511,14273,:14273:18511,--:VecTDot
2609338304,2609348604,10300,0,10300,:VecAYPX,189126,189126,1,0,18512,14273,:14273:18512,--:VecAYPX
2609348994,2609360914,11920,0,11920,:MatMult,189126,189126,1,0,18513,14273,:14273:18513,--:MatMult
2609361274,2609563977,202703,0,202703,:VecTDot,189126,189126,1,0,18514,14273,:14273:18514,--:VecTDot
2609564577,2609571927,7350,0,7350,:VecAXPY,189126,189126,1,0,18515,14273,:14273:18515,--:VecAXPY
2609572267,2609577857,5590,0,5590,:VecAXPY,189126,189126,1,0,18516,14273,:14273:18516,--:VecAXPY
2609578277,2609589027,10750,10130,620,:PCApply,189126,189126,1,1,18517,14273,:14273:18517,--:PCApply
2609578717,2609588847,10130,9020,1110,:VecPointwiseMult,189126,189126,2,1,18518,18517,:14273:18517:18518,----:VecPointwiseMult
2609579397,2609588417,9020,0,9020,CCCL:thrust::transform,189126,189126,3,0,18519,18518,:14273:18517:18518:18519,------CCCL:thrust::transform
2609589378,2609665799,76421,0,76421,:VecNorm,189126,189126,1,0,18520,14273,:14273:18520,--:VecNorm
2609666519,2609712479,45960,0,45960,:VecTDot,189126,189126,1,0,18521,14273,:14273:18521,--:VecTDot
2609713089,2609723860,10771,0,10771,:VecAYPX,189126,189126,1,0,18522,14273,:14273:18522,--:VecAYPX
2609724270,2609736340,12070,0,12070,:MatMult,189126,189126,1,0,18523,14273,:14273:18523,--:MatMult
2609736730,2609938163,201433,0,201433,:VecTDot,189126,189126,1,0,18524,14273,:14273:18524,--:VecTDot
2609938623,2609944313,5690,0,5690,:VecAXPY,189126,189126,1,0,18525,14273,:14273:18525,--:VecAXPY
2609944663,2609949683,5020,0,5020,:VecAXPY,189126,189126,1,0,18526,14273,:14273:18526,--:VecAXPY
2609950153,2609966723,16570,15780,790,:PCApply,189126,189126,1,1,18527,14273,:14273:18527,--:PCApply
2609950643,2609966423,15780,14720,1060,:VecPointwiseMult,189126,189126,2,1,18528,18527,:14273:18527:18528,----:VecPointwiseMult
2609951253,2609965973,14720,0,14720,CCCL:thrust::transform,189126,189126,3,0,18529,18528,:14273:18527:18528:18529,------CCCL:thrust::transform
2609967403,2610043144,75741,0,75741,:VecNorm,189126,189126,1,0,18530,14273,:14273:18530,--:VecNorm
2610043824,2610089985,46161,0,46161,:VecTDot,189126,189126,1,0,18531,14273,:14273:18531,--:VecTDot
2610090475,2610101335,10860,0,10860,:VecAYPX,189126,189126,1,0,18532,14273,:14273:18532,--:VecAYPX
2610101785,2610113865,12080,0,12080,:MatMult,189126,189126,1,0,18533,14273,:14273:18533,--:MatMult
2610114215,2610316218,202003,0,202003,:VecTDot,189126,189126,1,0,18534,14273,:14273:18534,--:VecTDot
2610316978,2610322559,5581,0,5581,:VecAXPY,189126,189126,1,0,18535,14273,:14273:18535,--:VecAXPY
2610322899,2610328059,5160,0,5160,:VecAXPY,189126,189126,1,0,18536,14273,:14273:18536,--:VecAXPY
2610328549,2610338289,9740,8950,790,:PCApply,189126,189126,1,1,18537,14273,:14273:18537,--:PCApply
2610329069,2610338019,8950,7860,1090,:VecPointwiseMult,189126,189126,2,1,18538,18537,:14273:18537:18538,----:VecPointwiseMult
2610329789,2610337649,7860,0,7860,CCCL:thrust::transform,189126,189126,3,0,18539,18538,:14273:18537:18538:18539,------CCCL:thrust::transform
2610338639,2610424140,85501,0,85501,:VecNorm,189126,189126,1,0,18540,14273,:14273:18540,--:VecNorm
2610424810,2610473861,49051,0,49051,:VecTDot,189126,189126,1,0,18541,14273,:14273:18541,--:VecTDot
2610474401,2610484951,10550,0,10550,:VecAYPX,189126,189126,1,0,18542,14273,:14273:18542,--:VecAYPX
2610485291,2610497111,11820,0,11820,:MatMult,189126,189126,1,0,18543,14273,:14273:18543,--:MatMult
2610497481,2610701794,204313,0,204313,:VecTDot,189126,189126,1,0,18544,14273,:14273:18544,--:VecTDot
2610702424,2610710324,7900,0,7900,:VecAXPY,189126,189126,1,0,18545,14273,:14273:18545,--:VecAXPY
2610710684,2610715844,5160,0,5160,:VecAXPY,189126,189126,1,0,18546,14273,:14273:18546,--:VecAXPY
2610716324,2610726755,10431,9561,870,:PCApply,189126,189126,1,1,18547,14273,:14273:18547,--:PCApply
2610716914,2610726475,9561,8511,1050,:VecPointwiseMult,189126,189126,2,1,18548,18547,:14273:18547:18548,----:VecPointwiseMult
2610717544,2610726055,8511,0,8511,CCCL:thrust::transform,189126,189126,3,0,18549,18548,:14273:18547:18548:18549,------CCCL:thrust::transform
2610727265,2610804146,76881,0,76881,:VecNorm,189126,189126,1,0,18550,14273,:14273:18550,--:VecNorm
2610804896,2610849596,44700,0,44700,:VecTDot,189126,189126,1,0,18551,14273,:14273:18551,--:VecTDot
2610850246,2610860647,10401,0,10401,:VecAYPX,189126,189126,1,0,18552,14273,:14273:18552,--:VecAYPX
2610860977,2610872347,11370,0,11370,:MatMult,189126,189126,1,0,18553,14273,:14273:18553,--:MatMult
2610872777,2611074580,201803,0,201803,:VecTDot,189126,189126,1,0,18554,14273,:14273:18554,--:VecTDot
2611075020,2611080620,5600,0,5600,:VecAXPY,189126,189126,1,0,18555,14273,:14273:18555,--:VecAXPY
2611080960,2611086140,5180,0,5180,:VecAXPY,189126,189126,1,0,18556,14273,:14273:18556,--:VecAXPY
2611086620,2611096210,9590,8760,830,:PCApply,189126,189126,1,1,18557,14273,:14273:18557,--:PCApply
2611087150,2611095910,8760,7770,990,:VecPointwiseMult,189126,189126,2,1,18558,18557,:14273:18557:18558,----:VecPointwiseMult
2611087830,2611095600,7770,0,7770,CCCL:thrust::transform,189126,189126,3,0,18559,18558,:14273:18557:18558:18559,------CCCL:thrust::transform
2611096590,2611169011,72421,0,72421,:VecNorm,189126,189126,1,0,18560,14273,:14273:18560,--:VecNorm
2611169631,2611213512,43881,0,43881,:VecTDot,189126,189126,1,0,18561,14273,:14273:18561,--:VecTDot
2611213852,2611225512,11660,0,11660,:VecAYPX,189126,189126,1,0,18562,14273,:14273:18562,--:VecAYPX
2611225912,2611236462,10550,0,10550,:MatMult,189126,189126,1,0,18563,14273,:14273:18563,--:MatMult
2611236742,2611439505,202763,0,202763,:VecTDot,189126,189126,1,0,18564,14273,:14273:18564,--:VecTDot
2611440035,2611446825,6790,0,6790,:VecAXPY,189126,189126,1,0,18565,14273,:14273:18565,--:VecAXPY
2611447085,2611452396,5311,0,5311,:VecAXPY,189126,189126,1,0,18566,14273,:14273:18566,--:VecAXPY
2611452906,2611462866,9960,9130,830,:PCApply,189126,189126,1,1,18567,14273,:14273:18567,--:PCApply
2611453446,2611462576,9130,7970,1160,:VecPointwiseMult,189126,189126,2,1,18568,18567,:14273:18567:18568,----:VecPointwiseMult
2611454166,2611462136,7970,0,7970,CCCL:thrust::transform,189126,189126,3,0,18569,18568,:14273:18567:18568:18569,------CCCL:thrust::transform
2611463356,2611537987,74631,0,74631,:VecNorm,189126,189126,1,0,18570,14273,:14273:18570,--:VecNorm
2611538657,2611585728,47071,0,47071,:VecTDot,189126,189126,1,0,18571,14273,:14273:18571,--:VecTDot
2611586148,2611596448,10300,0,10300,:VecAYPX,189126,189126,1,0,18572,14273,:14273:18572,--:VecAYPX
2611596858,2611608138,11280,0,11280,:MatMult,189126,189126,1,0,18573,14273,:14273:18573,--:MatMult
2611608528,2611811061,202533,0,202533,:VecTDot,189126,189126,1,0,18574,14273,:14273:18574,--:VecTDot
2611811541,2611817761,6220,0,6220,:VecAXPY,189126,189126,1,0,18575,14273,:14273:18575,--:VecAXPY
2611818151,2611823371,5220,0,5220,:VecAXPY,189126,189126,1,0,18576,14273,:14273:18576,--:VecAXPY
2611823971,2611834021,10050,9130,920,:PCApply,189126,189126,1,1,18577,14273,:14273:18577,--:PCApply
2611824561,2611833691,9130,7990,1140,:VecPointwiseMult,189126,189126,2,1,18578,18577,:14273:18577:18578,----:VecPointwiseMult
2611825281,2611833271,7990,0,7990,CCCL:thrust::transform,189126,189126,3,0,18579,18578,:14273:18577:18578:18579,------CCCL:thrust::transform
2611834331,2611920253,85922,0,85922,:VecNorm,189126,189126,1,0,18580,14273,:14273:18580,--:VecNorm
2611921003,2611965593,44590,0,44590,:VecTDot,189126,189126,1,0,18581,14273,:14273:18581,--:VecTDot
2611966163,2611976673,10510,0,10510,:VecAYPX,189126,189126,1,0,18582,14273,:14273:18582,--:VecAYPX
2611977013,2611988954,11941,0,11941,:MatMult,189126,189126,1,0,18583,14273,:14273:18583,--:MatMult
2611989404,2612191877,202473,0,202473,:VecTDot,189126,189126,1,0,18584,14273,:14273:18584,--:VecTDot
2612192437,2612198057,5620,0,5620,:VecAXPY,189126,189126,1,0,18585,14273,:14273:18585,--:VecAXPY
2612198307,2612203327,5020,0,5020,:VecAXPY,189126,189126,1,0,18586,14273,:14273:18586,--:VecAXPY
2612203867,2612214007,10140,9250,890,:PCApply,189126,189126,1,1,18587,14273,:14273:18587,--:PCApply
2612204457,2612213707,9250,8120,1130,:VecPointwiseMult,189126,189126,2,1,18588,18587,:14273:18587:18588,----:VecPointwiseMult
2612205187,2612213307,8120,0,8120,CCCL:thrust::transform,189126,189126,3,0,18589,18588,:14273:18587:18588:18589,------CCCL:thrust::transform
2612214507,2612289488,74981,0,74981,:VecNorm,189126,189126,1,0,18590,14273,:14273:18590,--:VecNorm
2612290188,2612335149,44961,0,44961,:VecTDot,189126,189126,1,0,18591,14273,:14273:18591,--:VecTDot
2612335949,2612352319,16370,0,16370,:VecAYPX,189126,189126,1,0,18592,14273,:14273:18592,--:VecAYPX
2612352799,2612364279,11480,0,11480,:MatMult,189126,189126,1,0,18593,14273,:14273:18593,--:MatMult
2612364709,2612567782,203073,0,203073,:VecTDot,189126,189126,1,0,18594,14273,:14273:18594,--:VecTDot
2612568312,2612574912,6600,0,6600,:VecAXPY,189126,189126,1,0,18595,14273,:14273:18595,--:VecAXPY
2612575252,2612580573,5321,0,5321,:VecAXPY,189126,189126,1,0,18596,14273,:14273:18596,--:VecAXPY
2612581113,2612591683,10570,9690,880,:PCApply,189126,189126,1,1,18597,14273,:14273:18597,--:PCApply
2612581673,2612591363,9690,8600,1090,:VecPointwiseMult,189126,189126,2,1,18598,18597,:14273:18597:18598,----:VecPointwiseMult
2612582363,2612590963,8600,0,8600,CCCL:thrust::transform,189126,189126,3,0,18599,18598,:14273:18597:18598:18599,------CCCL:thrust::transform
2612592143,2612667404,75261,0,75261,:VecNorm,189126,189126,1,0,18600,14273,:14273:18600,--:VecNorm
2612668144,2612713875,45731,0,45731,:VecTDot,189126,189126,1,0,18601,14273,:14273:18601,--:VecTDot
2612714305,2612724675,10370,0,10370,:VecAYPX,189126,189126,1,0,18602,14273,:14273:18602,--:VecAYPX
2612725125,2612737795,12670,0,12670,:MatMult,189126,189126,1,0,18603,14273,:14273:18603,--:MatMult
2612738235,2612940168,201933,0,201933,:VecTDot,189126,189126,1,0,18604,14273,:14273:18604,--:VecTDot
2612940558,2612946308,5750,0,5750,:VecAXPY,189126,189126,1,0,18605,14273,:14273:18605,--:VecAXPY
2612946878,2612952108,5230,0,5230,:VecAXPY,189126,189126,1,0,18606,14273,:14273:18606,--:VecAXPY
2612952618,2612962408,9790,8880,910,:PCApply,189126,189126,1,1,18607,14273,:14273:18607,--:PCApply
2612953238,2612962118,8880,7760,1120,:VecPointwiseMult,189126,189126,2,1,18608,18607,:14273:18607:18608,----:VecPointwiseMult
2612953928,2612961688,7760,0,7760,CCCL:thrust::transform,189126,189126,3,0,18609,18608,:14273:18607:18608:18609,------CCCL:thrust::transform
2612962868,2613035979,73111,0,73111,:VecNorm,189126,189126,1,0,18610,14273,:14273:18610,--:VecNorm
2613036669,2613095230,58561,0,58561,:VecTDot,189126,189126,1,0,18611,14273,:14273:18611,--:VecTDot
2613095820,2613106410,10590,0,10590,:VecAYPX,189126,189126,1,0,18612,14273,:14273:18612,--:VecAYPX
2613106890,2613118061,11171,0,11171,:MatMult,189126,189126,1,0,18613,14273,:14273:18613,--:MatMult
2613118591,2613321384,202793,0,202793,:VecTDot,189126,189126,1,0,18614,14273,:14273:18614,--:VecTDot
2613321854,2613327484,5630,0,5630,:VecAXPY,189126,189126,1,0,18615,14273,:14273:18615,--:VecAXPY
2613327744,2613333114,5370,0,5370,:VecAXPY,189126,189126,1,0,18616,14273,:14273:18616,--:VecAXPY
2613333674,2613344044,10370,9410,960,:PCApply,189126,189126,1,1,18617,14273,:14273:18617,--:PCApply
2613334304,2613343714,9410,8280,1130,:VecPointwiseMult,189126,189126,2,1,18618,18617,:14273:18617:18618,----:VecPointwiseMult
2613335024,2613343304,8280,0,8280,CCCL:thrust::transform,189126,189126,3,0,18619,18618,:14273:18617:18618:18619,------CCCL:thrust::transform
2613344534,2613426235,81701,0,81701,:VecNorm,189126,189126,1,0,18620,14273,:14273:18620,--:VecNorm
2613427075,2613473746,46671,0,46671,:VecTDot,189126,189126,1,0,18621,14273,:14273:18621,--:VecTDot
2613474336,2613485146,10810,0,10810,:VecAYPX,189126,189126,1,0,18622,14273,:14273:18622,--:VecAYPX
2613485636,2613498186,12550,0,12550,:MatMult,189126,189126,1,0,18623,14273,:14273:18623,--:MatMult
2613498596,2613700239,201643,0,201643,:VecTDot,189126,189126,1,0,18624,14273,:14273:18624,--:VecTDot
2613700769,2613706620,5851,0,5851,:VecAXPY,189126,189126,1,0,18625,14273,:14273:18625,--:VecAXPY
2613707000,2613712030,5030,0,5030,:VecAXPY,189126,189126,1,0,18626,14273,:14273:18626,--:VecAXPY
2613712590,2613723880,11290,10420,870,:PCApply,189126,189126,1,1,18627,14273,:14273:18627,--:PCApply
2613713170,2613723590,10420,8630,1790,:VecPointwiseMult,189126,189126,2,1,18628,18627,:14273:18627:18628,----:VecPointwiseMult
2613714570,2613723200,8630,0,8630,CCCL:thrust::transform,189126,189126,3,0,18629,18628,:14273:18627:18628:18629,------CCCL:thrust::transform
2613724410,2613798841,74431,0,74431,:VecNorm,189126,189126,1,0,18630,14273,:14273:18630,--:VecNorm
2613799851,2613845462,45611,0,45611,:VecTDot,189126,189126,1,0,18631,14273,:14273:18631,--:VecTDot
2613845952,2613859012,13060,0,13060,:VecAYPX,189126,189126,1,0,18632,14273,:14273:18632,--:VecAYPX
2613859362,2613870822,11460,0,11460,:MatMult,189126,189126,1,0,18633,14273,:14273:18633,--:MatMult
2613871232,2614073165,201933,0,201933,:VecTDot,189126,189126,1,0,18634,14273,:14273:18634,--:VecTDot
2614073585,2614079095,5510,0,5510,:VecAXPY,189126,189126,1,0,18635,14273,:14273:18635,--:VecAXPY
2614079425,2614084425,5000,0,5000,:VecAXPY,189126,189126,1,0,18636,14273,:14273:18636,--:VecAXPY
2614084945,2614094165,9220,8570,650,:PCApply,189126,189126,1,1,18637,14273,:14273:18637,--:PCApply
2614085345,2614093915,8570,7700,870,:VecPointwiseMult,189126,189126,2,1,18638,18637,:14273:18637:18638,----:VecPointwiseMult
2614085895,2614093595,7700,0,7700,CCCL:thrust::transform,189126,189126,3,0,18639,18638,:14273:18637:18638:18639,------CCCL:thrust::transform
2614094685,2614169436,74751,0,74751,:VecNorm,189126,189126,1,0,18640,14273,:14273:18640,--:VecNorm
2614170186,2614216077,45891,0,45891,:VecTDot,189126,189126,1,0,18641,14273,:14273:18641,--:VecTDot
2614216537,2614226887,10350,0,10350,:VecAYPX,189126,189126,1,0,18642,14273,:14273:18642,--:VecAYPX
2614227397,2614249718,22321,0,22321,:MatMult,189126,189126,1,0,18643,14273,:14273:18643,--:MatMult
2614250158,2614442181,192023,0,192023,:VecTDot,189126,189126,1,0,18644,14273,:14273:18644,--:VecTDot
2614442851,2614449531,6680,0,6680,:VecAXPY,189126,189126,1,0,18645,14273,:14273:18645,--:VecAXPY
2614449891,2614455591,5700,0,5700,:VecAXPY,189126,189126,1,0,18646,14273,:14273:18646,--:VecAXPY
2614456171,2614466941,10770,9880,890,:PCApply,189126,189126,1,1,18647,14273,:14273:18647,--:PCApply
2614456761,2614466641,9880,8840,1040,:VecPointwiseMult,189126,189126,2,1,18648,18647,:14273:18647:18648,----:VecPointwiseMult
2614457381,2614466221,8840,0,8840,CCCL:thrust::transform,189126,189126,3,0,18649,18648,:14273:18647:18648:18649,------CCCL:thrust::transform
2614467401,2614541432,74031,0,74031,:VecNorm,189126,189126,1,0,18650,14273,:14273:18650,--:VecNorm
2614542262,2614588983,46721,0,46721,:VecTDot,189126,189126,1,0,18651,14273,:14273:18651,--:VecTDot
2614589373,2614599733,10360,0,10360,:VecAYPX,189126,189126,1,0,18652,14273,:14273:18652,--:VecAYPX
2614600173,2614611853,11680,0,11680,:MatMult,189126,189126,1,0,18653,14273,:14273:18653,--:MatMult
2614612263,2614815566,203303,0,203303,:VecTDot,189126,189126,1,0,18654,14273,:14273:18654,--:VecTDot
2614815946,2614821496,5550,0,5550,:VecAXPY,189126,189126,1,0,18655,14273,:14273:18655,--:VecAXPY
2614821896,2614832446,10550,0,10550,:VecAXPY,189126,189126,1,0,18656,14273,:14273:18656,--:VecAXPY
2614833086,2614843327,10241,9321,920,:PCApply,189126,189126,1,1,18657,14273,:14273:18657,--:PCApply
2614833686,2614843007,9321,8211,1110,:VecPointwiseMult,189126,189126,2,1,18658,18657,:14273:18657:18658,----:VecPointwiseMult
2614834376,2614842587,8211,0,8211,CCCL:thrust::transform,189126,189126,3,0,18659,18658,:14273:18657:18658:18659,------CCCL:thrust::transform
2614843907,2614919308,75401,0,75401,:VecNorm,189126,189126,1,0,18660,14273,:14273:18660,--:VecNorm
2614920048,2614964728,44680,0,44680,:VecTDot,189126,189126,1,0,18661,14273,:14273:18661,--:VecTDot
2614965238,2614975179,9941,0,9941,:VecAYPX,189126,189126,1,0,18662,14273,:14273:18662,--:VecAYPX
2614975489,2614986889,11400,0,11400,:MatMult,189126,189126,1,0,18663,14273,:14273:18663,--:MatMult
2614987479,2615190252,202773,0,202773,:VecTDot,189126,189126,1,0,18664,14273,:14273:18664,--:VecTDot
2615190782,2615196562,5780,0,5780,:VecAXPY,189126,189126,1,0,18665,14273,:14273:18665,--:VecAXPY
2615196812,2615201862,5050,0,5050,:VecAXPY,189126,189126,1,0,18666,14273,:14273:18666,--:VecAXPY
2615202342,2615213092,10750,9940,810,:PCApply,189126,189126,1,1,18667,14273,:14273:18667,--:PCApply
2615202882,2615212822,9940,8320,1620,:VecPointwiseMult,189126,189126,2,1,18668,18667,:14273:18667:18668,----:VecPointwiseMult
2615204132,2615212452,8320,0,8320,CCCL:thrust::transform,189126,189126,3,0,18669,18668,:14273:18667:18668:18669,------CCCL:thrust::transform
2615213552,2615287833,74281,0,74281,:VecNorm,189126,189126,1,0,18670,14273,:14273:18670,--:VecNorm
2615288553,2615333204,44651,0,44651,:VecTDot,189126,189126,1,0,18671,14273,:14273:18671,--:VecTDot
2615333654,2615343994,10340,0,10340,:VecAYPX,189126,189126,1,0,18672,14273,:14273:18672,--:VecAYPX
2615344374,2615356274,11900,0,11900,:MatMult,189126,189126,1,0,18673,14273,:14273:18673,--:MatMult
2615356634,2615560307,203673,0,203673,:VecTDot,189126,189126,1,0,18674,14273,:14273:18674,--:VecTDot
2615561017,2615570378,9361,0,9361,:VecAXPY,189126,189126,1,0,18675,14273,:14273:18675,--:VecAXPY
2615571048,2615576338,5290,0,5290,:VecAXPY,189126,189126,1,0,18676,14273,:14273:18676,--:VecAXPY
2615576758,2615587668,10910,10210,700,:PCApply,189126,189126,1,1,18677,14273,:14273:18677,--:PCApply
2615577268,2615587478,10210,9080,1130,:VecPointwiseMult,189126,189126,2,1,18678,18677,:14273:18677:18678,----:VecPointwiseMult
2615577968,2615587048,9080,0,9080,CCCL:thrust::transform,189126,189126,3,0,18679,18678,:14273:18677:18678:18679,------CCCL:thrust::transform
2615588018,2615664069,76051,0,76051,:VecNorm,189126,189126,1,0,18680,14273,:14273:18680,--:VecNorm
2615665099,2615712190,47091,0,47091,:VecTDot,189126,189126,1,0,18681,14273,:14273:18681,--:VecTDot
2615712680,2615723110,10430,0,10430,:VecAYPX,189126,189126,1,0,18682,14273,:14273:18682,--:VecAYPX
2615723530,2615734950,11420,0,11420,:MatMult,189126,189126,1,0,18683,14273,:14273:18683,--:MatMult
2615735350,2615937163,201813,0,201813,:VecTDot,189126,189126,1,0,18684,14273,:14273:18684,--:VecTDot
2615937943,2615943483,5540,0,5540,:VecAXPY,189126,189126,1,0,18685,14273,:14273:18685,--:VecAXPY
2615943843,2615948933,5090,0,5090,:VecAXPY,189126,189126,1,0,18686,14273,:14273:18686,--:VecAXPY
2615949433,2615959913,10480,9730,750,:PCApply,189126,189126,1,1,18687,14273,:14273:18687,--:PCApply
2615949903,2615959633,9730,8290,1440,:VecPointwiseMult,189126,189126,2,1,18688,18687,:14273:18687:18688,----:VecPointwiseMult
2615950923,2615959213,8290,0,8290,CCCL:thrust::transform,189126,189126,3,0,18689,18688,:14273:18687:18688:18689,------CCCL:thrust::transform
2615960373,2616033235,72862,0,72862,:VecNorm,189126,189126,1,0,18690,14273,:14273:18690,--:VecNorm
2616033865,2616078795,44930,0,44930,:VecTDot,189126,189126,1,0,18691,14273,:14273:18691,--:VecTDot
2616079195,2616089395,10200,0,10200,:VecAYPX,189126,189126,1,0,18692,14273,:14273:18692,--:VecAYPX
2616089785,2616101696,11911,0,11911,:MatMult,189126,189126,1,0,18693,14273,:14273:18693,--:MatMult
2616102066,2616304249,202183,0,202183,:VecTDot,189126,189126,1,0,18694,14273,:14273:18694,--:VecTDot
2616304769,2616310559,5790,0,5790,:VecAXPY,189126,189126,1,0,18695,14273,:14273:18695,--:VecAXPY
2616310919,2616316239,5320,0,5320,:VecAXPY,189126,189126,1,0,18696,14273,:14273:18696,--:VecAXPY
2616316719,2616326679,9960,9410,550,:PCApply,189126,189126,1,1,18697,14273,:14273:18697,--:PCApply
2616317109,2616326519,9410,8170,1240,:VecPointwiseMult,189126,189126,2,1,18698,18697,:14273:18697:18698,----:VecPointwiseMult
2616318039,2616326209,8170,0,8170,CCCL:thrust::transform,189126,189126,3,0,18699,18698,:14273:18697:18698:18699,------CCCL:thrust::transform
2616327189,2616400890,73701,0,73701,:VecNorm,189126,189126,1,0,18700,14273,:14273:18700,--:VecNorm
2616401570,2616459741,58171,0,58171,:VecTDot,189126,189126,1,0,18701,14273,:14273:18701,--:VecTDot
2616460291,2616470931,10640,0,10640,:VecAYPX,189126,189126,1,0,18702,14273,:14273:18702,--:VecAYPX
2616471381,2616482901,11520,0,11520,:MatMult,189126,189126,1,0,18703,14273,:14273:18703,--:MatMult
2616483511,2616679454,195943,0,195943,:VecTDot,189126,189126,1,0,18704,14273,:14273:18704,--:VecTDot
2616680074,2616686904,6830,0,6830,:VecAXPY,189126,189126,1,0,18705,14273,:14273:18705,--:VecAXPY
2616687324,2616692564,5240,0,5240,:VecAXPY,189126,189126,1,0,18706,14273,:14273:18706,--:VecAXPY
2616693094,2616703705,10611,9761,850,:PCApply,189126,189126,1,1,18707,14273,:14273:18707,--:PCApply
2616693674,2616703435,9761,8740,1021,:VecPointwiseMult,189126,189126,2,1,18708,18707,:14273:18707:18708,----:VecPointwiseMult
2616694395,2616703135,8740,0,8740,CCCL:thrust::transform,189126,189126,3,0,18709,18708,:14273:18707:18708:18709,------CCCL:thrust::transform
2616704205,2616780066,75861,0,75861,:VecNorm,189126,189126,1,0,18710,14273,:14273:18710,--:VecNorm
2616781096,2616826206,45110,0,45110,:VecTDot,189126,189126,1,0,18711,14273,:14273:18711,--:VecTDot
2616826666,2616837637,10971,0,10971,:VecAYPX,189126,189126,1,0,18712,14273,:14273:18712,--:VecAYPX
2616838067,2616849887,11820,0,11820,:MatMult,189126,189126,1,0,18713,14273,:14273:18713,--:MatMult
2616850257,2617051940,201683,0,201683,:VecTDot,189126,189126,1,0,18714,14273,:14273:18714,--:VecTDot
2617052390,2617058020,5630,0,5630,:VecAXPY,189126,189126,1,0,18715,14273,:14273:18715,--:VecAXPY
2617058360,2617063290,4930,0,4930,:VecAXPY,189126,189126,1,0,18716,14273,:14273:18716,--:VecAXPY
2617063790,2617073430,9640,8840,800,:PCApply,189126,189126,1,1,18717,14273,:14273:18717,--:PCApply
2617064320,2617073160,8840,7870,970,:VecPointwiseMult,189126,189126,2,1,18718,18717,:14273:18717:18718,----:VecPointwiseMult
2617065010,2617072880,7870,0,7870,CCCL:thrust::transform,189126,189126,3,0,18719,18718,:14273:18717:18718:18719,------CCCL:thrust::transform
2617073960,2617154711,80751,0,80751,:VecNorm,189126,189126,1,0,18720,14273,:14273:18720,--:VecNorm
2617155421,2617201902,46481,0,46481,:VecTDot,189126,189126,1,0,18721,14273,:14273:18721,--:VecTDot
2617202382,2617213052,10670,0,10670,:VecAYPX,189126,189126,1,0,18722,14273,:14273:18722,--:VecAYPX
