
NOTICE: Existing SQLite export found: report_nsys_v2.sqlite
        It is assumed file was previously exported from: report_nsys_v2.nsys-rep
        Consider using --force-export=true if needed.

Processing [report_nsys_v2.sqlite] with [/usr/local/cuda-13.1/nsight-systems-2025.5.2/host-linux-x64/reports/nvtx_pushpop_trace.py]... 
Start (ns),End (ns),Duration (ns),DurChild (ns),DurNonChild (ns),Name,PID,TID,Lvl,NumChild,RangeId,ParentId,RangeStack,NameTree
5625716779,5625790000,73221,0,73221,:VecNorm,189126,189126,1,0,96579,92582,:92582:96579,--:VecNorm
5625790740,5625848221,57481,0,57481,:VecTDot,189126,189126,1,0,96580,92582,:92582:96580,--:VecTDot
5625848811,5625862521,13710,0,13710,:VecAYPX,189126,189126,1,0,96581,92582,:92582:96581,--:VecAYPX
5625863031,5625874291,11260,0,11260,:MatMult,189126,189126,1,0,96582,92582,:92582:96582,--:MatMult
5625874731,5626068354,193623,0,193623,:VecTDot,189126,189126,1,0,96583,92582,:92582:96583,--:VecTDot
5626068934,5626074534,5600,0,5600,:VecAXPY,189126,189126,1,0,96584,92582,:92582:96584,--:VecAXPY
5626074974,5626079814,4840,0,4840,:VecAXPY,189126,189126,1,0,96585,92582,:92582:96585,--:VecAXPY
5626080364,5626090264,9900,9100,800,:PCApply,189126,189126,1,1,96586,92582,:92582:96586,--:PCApply
5626080994,5626090094,9100,8070,1030,:VecPointwiseMult,189126,189126,2,1,96587,96586,:92582:96586:96587,----:VecPointwiseMult
5626081734,5626089804,8070,0,8070,CCCL:thrust::transform,189126,189126,3,0,96588,96587,:92582:96586:96587:96588,------CCCL:thrust::transform
5626090614,5626166805,76191,0,76191,:VecNorm,189126,189126,1,0,96589,92582,:92582:96589,--:VecNorm
5626167585,5626213446,45861,0,45861,:VecTDot,189126,189126,1,0,96590,92582,:92582:96590,--:VecTDot
5626214006,5626224666,10660,0,10660,:VecAYPX,189126,189126,1,0,96591,92582,:92582:96591,--:VecAYPX
5626225146,5626235736,10590,0,10590,:MatMult,189126,189126,1,0,96592,92582,:92582:96592,--:MatMult
5626236156,5626438789,202633,0,202633,:VecTDot,189126,189126,1,0,96593,92582,:92582:96593,--:VecTDot
5626439309,5626445520,6211,0,6211,:VecAXPY,189126,189126,1,0,96594,92582,:92582:96594,--:VecAXPY
5626445950,5626453260,7310,0,7310,:VecAXPY,189126,189126,1,0,96595,92582,:92582:96595,--:VecAXPY
5626453710,5626464350,10640,9910,730,:PCApply,189126,189126,1,1,96596,92582,:92582:96596,--:PCApply
5626454150,5626464060,9910,8650,1260,:VecPointwiseMult,189126,189126,2,1,96597,96596,:92582:96596:96597,----:VecPointwiseMult
5626454980,5626463630,8650,0,8650,CCCL:thrust::transform,189126,189126,3,0,96598,96597,:92582:96596:96597:96598,------CCCL:thrust::transform
5626464680,5626539981,75301,0,75301,:VecNorm,189126,189126,1,0,96599,92582,:92582:96599,--:VecNorm
5626540761,5626591522,50761,0,50761,:VecTDot,189126,189126,1,0,96600,92582,:92582:96600,--:VecTDot
5626591982,5626602562,10580,0,10580,:VecAYPX,189126,189126,1,0,96601,92582,:92582:96601,--:VecAYPX
5626602912,5626614262,11350,0,11350,:MatMult,189126,189126,1,0,96602,92582,:92582:96602,--:MatMult
5626614702,5626811835,197133,0,197133,:VecTDot,189126,189126,1,0,96603,92582,:92582:96603,--:VecTDot
5626812425,5626818105,5680,0,5680,:VecAXPY,189126,189126,1,0,96604,92582,:92582:96604,--:VecAXPY
5626818515,5626823475,4960,0,4960,:VecAXPY,189126,189126,1,0,96605,92582,:92582:96605,--:VecAXPY
5626824035,5626833495,9460,8770,690,:PCApply,189126,189126,1,1,96606,92582,:92582:96606,--:PCApply
5626824515,5626833285,8770,7790,980,:VecPointwiseMult,189126,189126,2,1,96607,96606,:92582:96606:96607,----:VecPointwiseMult
5626825185,5626832975,7790,0,7790,CCCL:thrust::transform,189126,189126,3,0,96608,96607,:92582:96606:96607:96608,------CCCL:thrust::transform
5626833815,5626907046,73231,0,73231,:VecNorm,189126,189126,1,0,96609,92582,:92582:96609,--:VecNorm
5626907636,5626952617,44981,0,44981,:VecTDot,189126,189126,1,0,96610,92582,:92582:96610,--:VecTDot
5626953107,5626966797,13690,0,13690,:VecAYPX,189126,189126,1,0,96611,92582,:92582:96611,--:VecAYPX
5626967327,5626977858,10531,0,10531,:MatMult,189126,189126,1,0,96612,92582,:92582:96612,--:MatMult
5626978228,5627180311,202083,0,202083,:VecTDot,189126,189126,1,0,96613,92582,:92582:96613,--:VecTDot
5627180971,5627187211,6240,0,6240,:VecAXPY,189126,189126,1,0,96614,92582,:92582:96614,--:VecAXPY
5627187651,5627192611,4960,0,4960,:VecAXPY,189126,189126,1,0,96615,92582,:92582:96615,--:VecAXPY
5627193191,5627203491,10300,9840,460,:PCApply,189126,189126,1,1,96616,92582,:92582:96616,--:PCApply
5627193501,5627203341,9840,8830,1010,:VecPointwiseMult,189126,189126,2,1,96617,96616,:92582:96616:96617,----:VecPointwiseMult
5627194171,5627203001,8830,0,8830,CCCL:thrust::transform,189126,189126,3,0,96618,96617,:92582:96616:96617:96618,------CCCL:thrust::transform
5627203881,5627280852,76971,0,76971,:VecNorm,189126,189126,1,0,96619,92582,:92582:96619,--:VecNorm
5627281602,5627327533,45931,0,45931,:VecTDot,189126,189126,1,0,96620,92582,:92582:96620,--:VecTDot
5627328073,5627338593,10520,0,10520,:VecAYPX,189126,189126,1,0,96621,92582,:92582:96621,--:VecAYPX
5627338943,5627349753,10810,0,10810,:MatMult,189126,189126,1,0,96622,92582,:92582:96622,--:MatMult
5627350143,5627552996,202853,0,202853,:VecTDot,189126,189126,1,0,96623,92582,:92582:96623,--:VecTDot
5627553446,5627559856,6410,0,6410,:VecAXPY,189126,189126,1,0,96624,92582,:92582:96624,--:VecAXPY
5627560246,5627568356,8110,0,8110,:VecAXPY,189126,189126,1,0,96625,92582,:92582:96625,--:VecAXPY
5627568976,5627579187,10211,9511,700,:PCApply,189126,189126,1,1,96626,92582,:92582:96626,--:PCApply
5627569496,5627579007,9511,8441,1070,:VecPointwiseMult,189126,189126,2,1,96627,96626,:92582:96626:96627,----:VecPointwiseMult
5627570176,5627578617,8441,0,8441,CCCL:thrust::transform,189126,189126,3,0,96628,96627,:92582:96626:96627:96628,------CCCL:thrust::transform
5627579567,5627654498,74931,0,74931,:VecNorm,189126,189126,1,0,96629,92582,:92582:96629,--:VecNorm
5627655198,5627700898,45700,0,45700,:VecTDot,189126,189126,1,0,96630,92582,:92582:96630,--:VecTDot
5627701408,5627711569,10161,0,10161,:VecAYPX,189126,189126,1,0,96631,92582,:92582:96631,--:VecAYPX
5627711989,5627722789,10800,0,10800,:MatMult,189126,189126,1,0,96632,92582,:92582:96632,--:MatMult
5627723149,5627928472,205323,0,205323,:VecTDot,189126,189126,1,0,96633,92582,:92582:96633,--:VecTDot
5627929272,5627934742,5470,0,5470,:VecAXPY,189126,189126,1,0,96634,92582,:92582:96634,--:VecAXPY
5627935122,5627940042,4920,0,4920,:VecAXPY,189126,189126,1,0,96635,92582,:92582:96635,--:VecAXPY
5627940632,5627950382,9750,8990,760,:PCApply,189126,189126,1,1,96636,92582,:92582:96636,--:PCApply
5627941212,5627950202,8990,8020,970,:VecPointwiseMult,189126,189126,2,1,96637,96636,:92582:96636:96637,----:VecPointwiseMult
5627941872,5627949892,8020,0,8020,CCCL:thrust::transform,189126,189126,3,0,96638,96637,:92582:96636:96637:96638,------CCCL:thrust::transform
5627950732,5628024493,73761,0,73761,:VecNorm,189126,189126,1,0,96639,92582,:92582:96639,--:VecNorm
5628025163,5628072954,47791,0,47791,:VecTDot,189126,189126,1,0,96640,92582,:92582:96640,--:VecTDot
5628073394,5628083694,10300,0,10300,:VecAYPX,189126,189126,1,0,96641,92582,:92582:96641,--:VecAYPX
5628084014,5628094714,10700,0,10700,:MatMult,189126,189126,1,0,96642,92582,:92582:96642,--:MatMult
5628095084,5628299567,204483,0,204483,:VecTDot,189126,189126,1,0,96643,92582,:92582:96643,--:VecTDot
5628300097,5628307508,7411,0,7411,:VecAXPY,189126,189126,1,0,96644,92582,:92582:96644,--:VecAXPY
5628307918,5628313608,5690,0,5690,:VecAXPY,189126,189126,1,0,96645,92582,:92582:96645,--:VecAXPY
5628314148,5628324398,10250,9740,510,:PCApply,189126,189126,1,1,96646,92582,:92582:96646,--:PCApply
5628314508,5628324248,9740,8740,1000,:VecPointwiseMult,189126,189126,2,1,96647,96646,:92582:96646:96647,----:VecPointwiseMult
5628315178,5628323918,8740,0,8740,CCCL:thrust::transform,189126,189126,3,0,96648,96647,:92582:96646:96647:96648,------CCCL:thrust::transform
5628324768,5628401379,76611,0,76611,:VecNorm,189126,189126,1,0,96649,92582,:92582:96649,--:VecNorm
5628402039,5628460490,58451,0,58451,:VecTDot,189126,189126,1,0,96650,92582,:92582:96650,--:VecTDot
5628461080,5628471530,10450,0,10450,:VecAYPX,189126,189126,1,0,96651,92582,:92582:96651,--:VecAYPX
5628471980,5628483440,11460,0,11460,:MatMult,189126,189126,1,0,96652,92582,:92582:96652,--:MatMult
5628483840,5628686723,202883,0,202883,:VecTDot,189126,189126,1,0,96653,92582,:92582:96653,--:VecTDot
5628687193,5628695343,8150,0,8150,:VecAXPY,189126,189126,1,0,96654,92582,:92582:96654,--:VecAXPY
5628695763,5628701014,5251,0,5251,:VecAXPY,189126,189126,1,0,96655,92582,:92582:96655,--:VecAXPY
5628701554,5628711184,9630,8930,700,:PCApply,189126,189126,1,1,96656,92582,:92582:96656,--:PCApply
5628702094,5628711024,8930,7990,940,:VecPointwiseMult,189126,189126,2,1,96657,96656,:92582:96656:96657,----:VecPointwiseMult
5628702724,5628710714,7990,0,7990,CCCL:thrust::transform,189126,189126,3,0,96658,96657,:92582:96656:96657:96658,------CCCL:thrust::transform
5628711564,5628786745,75181,0,75181,:VecNorm,189126,189126,1,0,96659,92582,:92582:96659,--:VecNorm
5628787335,5628832995,45660,0,45660,:VecTDot,189126,189126,1,0,96660,92582,:92582:96660,--:VecTDot
5628833465,5628843366,9901,0,9901,:VecAYPX,189126,189126,1,0,96661,92582,:92582:96661,--:VecAYPX
5628843816,5628857066,13250,0,13250,:MatMult,189126,189126,1,0,96662,92582,:92582:96662,--:MatMult
5628857396,5629060929,203533,0,203533,:VecTDot,189126,189126,1,0,96663,92582,:92582:96663,--:VecTDot
5629061429,5629072669,11240,0,11240,:VecAXPY,189126,189126,1,0,96664,92582,:92582:96664,--:VecAXPY
5629073089,5629078059,4970,0,4970,:VecAXPY,189126,189126,1,0,96665,92582,:92582:96665,--:VecAXPY
5629078619,5629088419,9800,9310,490,:PCApply,189126,189126,1,1,96666,92582,:92582:96666,--:PCApply
5629078939,5629088249,9310,8370,940,:VecPointwiseMult,189126,189126,2,1,96667,96666,:92582:96666:96667,----:VecPointwiseMult
5629079599,5629087969,8370,0,8370,CCCL:thrust::transform,189126,189126,3,0,96668,96667,:92582:96666:96667:96668,------CCCL:thrust::transform
5629088819,5629162220,73401,0,73401,:VecNorm,189126,189126,1,0,96669,92582,:92582:96669,--:VecNorm
5629162790,5629210141,47351,0,47351,:VecTDot,189126,189126,1,0,96670,92582,:92582:96670,--:VecTDot
5629210731,5629221641,10910,0,10910,:VecAYPX,189126,189126,1,0,96671,92582,:92582:96671,--:VecAYPX
5629221961,5629232982,11021,0,11021,:MatMult,189126,189126,1,0,96672,92582,:92582:96672,--:MatMult
5629233392,5629454685,221293,0,221293,:VecTDot,189126,189126,1,0,96673,92582,:92582:96673,--:VecTDot
5629455345,5629462695,7350,0,7350,:VecAXPY,189126,189126,1,0,96674,92582,:92582:96674,--:VecAXPY
5629463085,5629468125,5040,0,5040,:VecAXPY,189126,189126,1,0,96675,92582,:92582:96675,--:VecAXPY
5629468735,5629479335,10600,10030,570,:PCApply,189126,189126,1,1,96676,92582,:92582:96676,--:PCApply
5629469095,5629479125,10030,9000,1030,:VecPointwiseMult,189126,189126,2,1,96677,96676,:92582:96676:96677,----:VecPointwiseMult
5629469775,5629478775,9000,0,9000,CCCL:thrust::transform,189126,189126,3,0,96678,96677,:92582:96676:96677:96678,------CCCL:thrust::transform
5629479665,5629557896,78231,0,78231,:VecNorm,189126,189126,1,0,96679,92582,:92582:96679,--:VecNorm
5629558606,5629605227,46621,0,46621,:VecTDot,189126,189126,1,0,96680,92582,:92582:96680,--:VecTDot
5629605577,5629615897,10320,0,10320,:VecAYPX,189126,189126,1,0,96681,92582,:92582:96681,--:VecAYPX
5629616397,5629628087,11690,0,11690,:MatMult,189126,189126,1,0,96682,92582,:92582:96682,--:MatMult
5629628507,5629829510,201003,0,201003,:VecTDot,189126,189126,1,0,96683,92582,:92582:96683,--:VecTDot
5629830141,5629836711,6570,0,6570,:VecAXPY,189126,189126,1,0,96684,92582,:92582:96684,--:VecAXPY
5629837271,5629842281,5010,0,5010,:VecAXPY,189126,189126,1,0,96685,92582,:92582:96685,--:VecAXPY
5629842931,5629853491,10560,9730,830,:PCApply,189126,189126,1,1,96686,92582,:92582:96686,--:PCApply
5629843501,5629853231,9730,8300,1430,:VecPointwiseMult,189126,189126,2,1,96687,96686,:92582:96686:96687,----:VecPointwiseMult
5629844411,5629852711,8300,0,8300,CCCL:thrust::transform,189126,189126,3,0,96688,96687,:92582:96686:96687:96688,------CCCL:thrust::transform
5629854071,5629928972,74901,0,74901,:VecNorm,189126,189126,1,0,96689,92582,:92582:96689,--:VecNorm
5629929742,5629975473,45731,0,45731,:VecTDot,189126,189126,1,0,96690,92582,:92582:96690,--:VecTDot
5629976143,5629986663,10520,0,10520,:VecAYPX,189126,189126,1,0,96691,92582,:92582:96691,--:VecAYPX
5629987163,5630002763,15600,0,15600,:MatMult,189126,189126,1,0,96692,92582,:92582:96692,--:MatMult
5630003433,5630198096,194663,0,194663,:VecTDot,189126,189126,1,0,96693,92582,:92582:96693,--:VecTDot
5630198836,5630205896,7060,0,7060,:VecAXPY,189126,189126,1,0,96694,92582,:92582:96694,--:VecAXPY
5630206356,5630211436,5080,0,5080,:VecAXPY,189126,189126,1,0,96695,92582,:92582:96695,--:VecAXPY
5630212066,5630221906,9840,9200,640,:PCApply,189126,189126,1,1,96696,92582,:92582:96696,--:PCApply
5630212446,5630221646,9200,8190,1010,:VecPointwiseMult,189126,189126,2,1,96697,96696,:92582:96696:96697,----:VecPointwiseMult
5630213136,5630221326,8190,0,8190,CCCL:thrust::transform,189126,189126,3,0,96698,96697,:92582:96696:96697:96698,------CCCL:thrust::transform
5630222296,5630297798,75502,0,75502,:VecNorm,189126,189126,1,0,96699,92582,:92582:96699,--:VecNorm
5630298618,5630347318,48700,0,48700,:VecTDot,189126,189126,1,0,96700,92582,:92582:96700,--:VecTDot
5630347928,5630359148,11220,0,11220,:VecAYPX,189126,189126,1,0,96701,92582,:92582:96701,--:VecAYPX
5630359688,5630371219,11531,0,11531,:MatMult,189126,189126,1,0,96702,92582,:92582:96702,--:MatMult
5630371489,5630576642,205153,0,205153,:VecTDot,189126,189126,1,0,96703,92582,:92582:96703,--:VecTDot
5630577272,5630583932,6660,0,6660,:VecAXPY,189126,189126,1,0,96704,92582,:92582:96704,--:VecAXPY
5630584352,5630589592,5240,0,5240,:VecAXPY,189126,189126,1,0,96705,92582,:92582:96705,--:VecAXPY
5630590202,5630600512,10310,9330,980,:PCApply,189126,189126,1,1,96706,92582,:92582:96706,--:PCApply
5630590852,5630600182,9330,8170,1160,:VecPointwiseMult,189126,189126,2,1,96707,96706,:92582:96706:96707,----:VecPointwiseMult
5630591562,5630599732,8170,0,8170,CCCL:thrust::transform,189126,189126,3,0,96708,96707,:92582:96706:96707:96708,------CCCL:thrust::transform
5630601082,5630679633,78551,0,78551,:VecNorm,189126,189126,1,0,96709,92582,:92582:96709,--:VecNorm
5630680443,5630729874,49431,0,49431,:VecTDot,189126,189126,1,0,96710,92582,:92582:96710,--:VecTDot
5630730464,5630741494,11030,0,11030,:VecAYPX,189126,189126,1,0,96711,92582,:92582:96711,--:VecAYPX
5630741984,5630753194,11210,0,11210,:MatMult,189126,189126,1,0,96712,92582,:92582:96712,--:MatMult
5630753634,5630959358,205724,0,205724,:VecTDot,189126,189126,1,0,96713,92582,:92582:96713,--:VecTDot
5630960478,5630967418,6940,0,6940,:VecAXPY,189126,189126,1,0,96714,92582,:92582:96714,--:VecAXPY
5630968218,5630974048,5830,0,5830,:VecAXPY,189126,189126,1,0,96715,92582,:92582:96715,--:VecAXPY
5630974948,5630987128,12180,10380,1800,:PCApply,189126,189126,1,1,96716,92582,:92582:96716,--:PCApply
5630976228,5630986608,10380,8500,1880,:VecPointwiseMult,189126,189126,2,1,96717,96716,:92582:96716:96717,----:VecPointwiseMult
5630977318,5630985818,8500,0,8500,CCCL:thrust::transform,189126,189126,3,0,96718,96717,:92582:96716:96717:96718,------CCCL:thrust::transform
5630987898,5631061949,74051,0,74051,:VecNorm,189126,189126,1,0,96719,92582,:92582:96719,--:VecNorm
5631062669,5631109280,46611,0,46611,:VecTDot,189126,189126,1,0,96720,92582,:92582:96720,--:VecTDot
5631110210,5631123200,12990,0,12990,:VecAYPX,189126,189126,1,0,96721,92582,:92582:96721,--:VecAYPX
5631124230,5631135980,11750,0,11750,:MatMult,189126,189126,1,0,96722,92582,:92582:96722,--:MatMult
5631136770,5631341033,204263,0,204263,:VecTDot,189126,189126,1,0,96723,92582,:92582:96723,--:VecTDot
5631341723,5631347603,5880,0,5880,:VecAXPY,189126,189126,1,0,96724,92582,:92582:96724,--:VecAXPY
5631348073,5631353703,5630,0,5630,:VecAXPY,189126,189126,1,0,96725,92582,:92582:96725,--:VecAXPY
5631354273,5631369064,14791,9201,5590,:PCApply,189126,189126,1,1,96726,92582,:92582:96726,--:PCApply
5631354883,5631364084,9201,7971,1230,:VecPointwiseMult,189126,189126,2,1,96727,96726,:92582:96726:96727,----:VecPointwiseMult
5631355683,5631363654,7971,0,7971,CCCL:thrust::transform,189126,189126,3,0,96728,96727,:92582:96726:96727:96728,------CCCL:thrust::transform
5631369674,5631444585,74911,0,74911,:VecNorm,189126,189126,1,0,96729,92582,:92582:96729,--:VecNorm
5631445305,5631495506,50201,0,50201,:VecTDot,189126,189126,1,0,96730,92582,:92582:96730,--:VecTDot
5631496196,5631507126,10930,0,10930,:VecAYPX,189126,189126,1,0,96731,92582,:92582:96731,--:VecAYPX
5631507616,5631519646,12030,0,12030,:MatMult,189126,189126,1,0,96732,92582,:92582:96732,--:MatMult
5631519936,5631721779,201843,0,201843,:VecTDot,189126,189126,1,0,96733,92582,:92582:96733,--:VecTDot
5631722329,5631728129,5800,0,5800,:VecAXPY,189126,189126,1,0,96734,92582,:92582:96734,--:VecAXPY
5631728519,5631733549,5030,0,5030,:VecAXPY,189126,189126,1,0,96735,92582,:92582:96735,--:VecAXPY
5631734109,5631746809,12700,11730,970,:PCApply,189126,189126,1,1,96736,92582,:92582:96736,--:PCApply
5631734739,5631746469,11730,10490,1240,:VecPointwiseMult,189126,189126,2,1,96737,96736,:92582:96736:96737,----:VecPointwiseMult
5631735479,5631745969,10490,0,10490,CCCL:thrust::transform,189126,189126,3,0,96738,96737,:92582:96736:96737:96738,------CCCL:thrust::transform
5631747279,5631823891,76612,0,76612,:VecNorm,189126,189126,1,0,96739,92582,:92582:96739,--:VecNorm
5631824621,5631889192,64571,0,64571,:VecTDot,189126,189126,1,0,96740,92582,:92582:96740,--:VecTDot
5631890022,5631901032,11010,0,11010,:VecAYPX,189126,189126,1,0,96741,92582,:92582:96741,--:VecAYPX
5631901572,5631913062,11490,0,11490,:MatMult,189126,189126,1,0,96742,92582,:92582:96742,--:MatMult
5631913492,5632120605,207113,0,207113,:VecTDot,189126,189126,1,0,96743,92582,:92582:96743,--:VecTDot
5632121055,5632126985,5930,0,5930,:VecAXPY,189126,189126,1,0,96744,92582,:92582:96744,--:VecAXPY
5632127395,5632132545,5150,0,5150,:VecAXPY,189126,189126,1,0,96745,92582,:92582:96745,--:VecAXPY
5632133165,5632144215,11050,10030,1020,:PCApply,189126,189126,1,1,96746,92582,:92582:96746,--:PCApply
5632134015,5632144045,10030,9050,980,:VecPointwiseMult,189126,189126,2,1,96747,96746,:92582:96746:96747,----:VecPointwiseMult
5632134665,5632143715,9050,0,9050,CCCL:thrust::transform,189126,189126,3,0,96748,96747,:92582:96746:96747:96748,------CCCL:thrust::transform
5632144735,5632217536,72801,0,72801,:VecNorm,189126,189126,1,0,96749,92582,:92582:96749,--:VecNorm
5632218176,5632264387,46211,0,46211,:VecTDot,189126,189126,1,0,96750,92582,:92582:96750,--:VecTDot
5632264987,5632278707,13720,0,13720,:VecAYPX,189126,189126,1,0,96751,92582,:92582:96751,--:VecAYPX
5632279197,5632290408,11211,0,11211,:MatMult,189126,189126,1,0,96752,92582,:92582:96752,--:MatMult
5632290868,5632495821,204953,0,204953,:VecTDot,189126,189126,1,0,96753,92582,:92582:96753,--:VecTDot
5632496391,5632503041,6650,0,6650,:VecAXPY,189126,189126,1,0,96754,92582,:92582:96754,--:VecAXPY
5632503451,5632508551,5100,0,5100,:VecAXPY,189126,189126,1,0,96755,92582,:92582:96755,--:VecAXPY
5632509121,5632520211,11090,10130,960,:PCApply,189126,189126,1,1,96756,92582,:92582:96756,--:PCApply
5632509751,5632519881,10130,8850,1280,:VecPointwiseMult,189126,189126,2,1,96757,96756,:92582:96756:96757,----:VecPointwiseMult
5632510581,5632519431,8850,0,8850,CCCL:thrust::transform,189126,189126,3,0,96758,96757,:92582:96756:96757:96758,------CCCL:thrust::transform
5632520731,5632595382,74651,0,74651,:VecNorm,189126,189126,1,0,96759,92582,:92582:96759,--:VecNorm
5632596222,5632644153,47931,0,47931,:VecTDot,189126,189126,1,0,96760,92582,:92582:96760,--:VecTDot
5632644833,5632656443,11610,0,11610,:VecAYPX,189126,189126,1,0,96761,92582,:92582:96761,--:VecAYPX
5632656913,5632668833,11920,0,11920,:MatMult,189126,189126,1,0,96762,92582,:92582:96762,--:MatMult
5632669283,5632863306,194023,0,194023,:VecTDot,189126,189126,1,0,96763,92582,:92582:96763,--:VecTDot
5632863866,5632869826,5960,0,5960,:VecAXPY,189126,189126,1,0,96764,92582,:92582:96764,--:VecAXPY
5632870226,5632875236,5010,0,5010,:VecAXPY,189126,189126,1,0,96765,92582,:92582:96765,--:VecAXPY
5632875636,5632888757,13121,12151,970,:PCApply,189126,189126,1,1,96766,92582,:92582:96766,--:PCApply
5632876236,5632888387,12151,11091,1060,:VecPointwiseMult,189126,189126,2,1,96767,96766,:92582:96766:96767,----:VecPointwiseMult
5632876936,5632888027,11091,0,11091,CCCL:thrust::transform,189126,189126,3,0,96768,96767,:92582:96766:96767:96768,------CCCL:thrust::transform
5632889137,5632962868,73731,0,73731,:VecNorm,189126,189126,1,0,96769,92582,:92582:96769,--:VecNorm
5632963668,5633008818,45150,0,45150,:VecTDot,189126,189126,1,0,96770,92582,:92582:96770,--:VecTDot
5633009248,5633019779,10531,0,10531,:VecAYPX,189126,189126,1,0,96771,92582,:92582:96771,--:VecAYPX
5633020249,5633031069,10820,0,10820,:MatMult,189126,189126,1,0,96772,92582,:92582:96772,--:MatMult
5633031489,5633233062,201573,0,201573,:VecTDot,189126,189126,1,0,96773,92582,:92582:96773,--:VecTDot
5633234202,5633241152,6950,0,6950,:VecAXPY,189126,189126,1,0,96774,92582,:92582:96774,--:VecAXPY
5633241422,5633246832,5410,0,5410,:VecAXPY,189126,189126,1,0,96775,92582,:92582:96775,--:VecAXPY
5633247482,5633257992,10510,9520,990,:PCApply,189126,189126,1,1,96776,92582,:92582:96776,--:PCApply
5633248152,5633257672,9520,8180,1340,:VecPointwiseMult,189126,189126,2,1,96777,96776,:92582:96776:96777,----:VecPointwiseMult
5633249012,5633257192,8180,0,8180,CCCL:thrust::transform,189126,189126,3,0,96778,96777,:92582:96776:96777:96778,------CCCL:thrust::transform
5633258472,5633333813,75341,0,75341,:VecNorm,189126,189126,1,0,96779,92582,:92582:96779,--:VecNorm
5633334463,5633379384,44921,0,44921,:VecTDot,189126,189126,1,0,96780,92582,:92582:96780,--:VecTDot
5633379974,5633393734,13760,0,13760,:VecAYPX,189126,189126,1,0,96781,92582,:92582:96781,--:VecAYPX
5633394284,5633405744,11460,0,11460,:MatMult,189126,189126,1,0,96782,92582,:92582:96782,--:MatMult
5633406204,5633602677,196473,0,196473,:VecTDot,189126,189126,1,0,96783,92582,:92582:96783,--:VecTDot
5633603337,5633609377,6040,0,6040,:VecAXPY,189126,189126,1,0,96784,92582,:92582:96784,--:VecAXPY
5633609807,5633614638,4831,0,4831,:VecAXPY,189126,189126,1,0,96785,92582,:92582:96785,--:VecAXPY
5633615098,5633624898,9800,9120,680,:PCApply,189126,189126,1,1,96786,92582,:92582:96786,--:PCApply
5633615558,5633624678,9120,8100,1020,:VecPointwiseMult,189126,189126,2,1,96787,96786,:92582:96786:96787,----:VecPointwiseMult
5633616268,5633624368,8100,0,8100,CCCL:thrust::transform,189126,189126,3,0,96788,96787,:92582:96786:96787:96788,------CCCL:thrust::transform
5633625218,5633701609,76391,0,76391,:VecNorm,189126,189126,1,0,96789,92582,:92582:96789,--:VecNorm
5633702239,5633748200,45961,0,45961,:VecTDot,189126,189126,1,0,96790,92582,:92582:96790,--:VecTDot
5633748680,5633759120,10440,0,10440,:VecAYPX,189126,189126,1,0,96791,92582,:92582:96791,--:VecAYPX
5633759590,5633775710,16120,0,16120,:MatMult,189126,189126,1,0,96792,92582,:92582:96792,--:MatMult
5633776190,5633979003,202813,0,202813,:VecTDot,189126,189126,1,0,96793,92582,:92582:96793,--:VecTDot
5633979563,5633985253,5690,0,5690,:VecAXPY,189126,189126,1,0,96794,92582,:92582:96794,--:VecAXPY
5633985653,5633993463,7810,0,7810,:VecAXPY,189126,189126,1,0,96795,92582,:92582:96795,--:VecAXPY
5633994033,5634004393,10360,9420,940,:PCApply,189126,189126,1,1,96796,92582,:92582:96796,--:PCApply
5633994643,5634004063,9420,8300,1120,:VecPointwiseMult,189126,189126,2,1,96797,96796,:92582:96796:96797,----:VecPointwiseMult
5633995343,5634003643,8300,0,8300,CCCL:thrust::transform,189126,189126,3,0,96798,96797,:92582:96796:96797:96798,------CCCL:thrust::transform
5634004873,5634079404,74531,0,74531,:VecNorm,189126,189126,1,0,96799,92582,:92582:96799,--:VecNorm
5634080185,5634126835,46650,0,46650,:VecTDot,189126,189126,1,0,96800,92582,:92582:96800,--:VecTDot
5634127405,5634137865,10460,0,10460,:VecAYPX,189126,189126,1,0,96801,92582,:92582:96801,--:VecAYPX
5634138185,5634149236,11051,0,11051,:MatMult,189126,189126,1,0,96802,92582,:92582:96802,--:MatMult
5634149616,5634356149,206533,0,206533,:VecTDot,189126,189126,1,0,96803,92582,:92582:96803,--:VecTDot
5634356839,5634363229,6390,0,6390,:VecAXPY,189126,189126,1,0,96804,92582,:92582:96804,--:VecAXPY
5634363679,5634369359,5680,0,5680,:VecAXPY,189126,189126,1,0,96805,92582,:92582:96805,--:VecAXPY
5634369909,5634380299,10390,9400,990,:PCApply,189126,189126,1,1,96806,92582,:92582:96806,--:PCApply
5634370559,5634379959,9400,8090,1310,:VecPointwiseMult,189126,189126,2,1,96807,96806,:92582:96806:96807,----:VecPointwiseMult
5634371429,5634379519,8090,0,8090,CCCL:thrust::transform,189126,189126,3,0,96808,96807,:92582:96806:96807:96808,------CCCL:thrust::transform
5634380829,5634455940,75111,0,75111,:VecNorm,189126,189126,1,0,96809,92582,:92582:96809,--:VecNorm
5634456810,5634506241,49431,0,49431,:VecTDot,189126,189126,1,0,96810,92582,:92582:96810,--:VecTDot
5634506901,5634518891,11990,0,11990,:VecAYPX,189126,189126,1,0,96811,92582,:92582:96811,--:VecAYPX
